cc_id,kr_material_id,ec_facet_id,ec_material_id,kr_matches_ec_material,ec_primary_texture_id,ec_layer_texture_ids,ec_layer_repetitions,notes
2492,60,2492,,,,,,ec_facet_id_has_no_terrain_material
2493,60,2493,,,,,,ec_facet_id_has_no_terrain_material
2494,58,2494,,,,,,ec_facet_id_has_no_terrain_material
2495,58,2495,,,,,,ec_facet_id_has_no_terrain_material
2500,48,2500,,,,,,ec_facet_id_has_no_terrain_material
2540,,2540,,,,,,ec_facet_id_has_no_terrain_material
2541,,2541,,,,,,ec_facet_id_has_no_terrain_material
2542,,2542,,,,,,ec_facet_id_has_no_terrain_material
2543,,2543,,,,,,ec_facet_id_has_no_terrain_material
2544,,2544,,,,,,ec_facet_id_has_no_terrain_material
2545,,2545,,,,,,ec_facet_id_has_no_terrain_material
2546,,2546,,,,,,ec_facet_id_has_no_terrain_material
2547,,2547,,,,,,ec_facet_id_has_no_terrain_material
2548,,2548,,,,,,ec_facet_id_has_no_terrain_material
2549,,2549,,,,,,ec_facet_id_has_no_terrain_material
2550,,2550,,,,,,ec_facet_id_has_no_terrain_material
2551,,2551,,,,,,ec_facet_id_has_no_terrain_material
10040,,10040,40,,2000400,2000400|2000401|1000003,4.000000|4.000000|16.000000,
10053,,10053,53,,2000532,2000532|2000530|2000530|2000531,24.000000|0.500000|0.500000|24.000000,
11790,49,11790,2049,false,2000490,1000012|2000490|2000490,12.000000|8.000000|8.000000,different_material_route
11791,49,11791,,,,,,ec_facet_id_has_no_terrain_material
11805,49,11805,,,,,,ec_facet_id_has_no_terrain_material
11806,49,11806,,,,,,ec_facet_id_has_no_terrain_material
11818,49,11818,,,,,,ec_facet_id_has_no_terrain_material
11819,49,11819,,,,,,ec_facet_id_has_no_terrain_material
11820,49,11820,,,,,,ec_facet_id_has_no_terrain_material
11821,49,11821,,,,,,ec_facet_id_has_no_terrain_material
11822,49,11822,,,,,,ec_facet_id_has_no_terrain_material
11823,49,11823,,,,,,ec_facet_id_has_no_terrain_material
11824,49,11824,,,,,,ec_facet_id_has_no_terrain_material
11825,49,11825,,,,,,ec_facet_id_has_no_terrain_material
11826,49,11826,,,,,,ec_facet_id_has_no_terrain_material
11827,49,11827,,,,,,ec_facet_id_has_no_terrain_material
11828,49,11828,,,,,,ec_facet_id_has_no_terrain_material
11829,49,11829,,,,,,ec_facet_id_has_no_terrain_material
11830,49,11830,,,,,,ec_facet_id_has_no_terrain_material
11831,49,11831,,,,,,ec_facet_id_has_no_terrain_material
11832,49,11832,,,,,,ec_facet_id_has_no_terrain_material
11833,49,11833,,,,,,ec_facet_id_has_no_terrain_material
11835,169,11835,169,true,2000490,1000012|2000490|2000490,12.000000|8.000000|8.000000,
11881,147,11881,147,true,2001470,2001470|2001471|1000003,5.000000|5.000000|16.000000,
11882,147,11882,,,,,,ec_facet_id_has_no_terrain_material
11883,147,11883,,,,,,ec_facet_id_has_no_terrain_material
11886,149,11886,,,,,,ec_facet_id_has_no_terrain_material
11887,147,11887,,,,,,ec_facet_id_has_no_terrain_material
11888,147,11888,,,,,,ec_facet_id_has_no_terrain_material
11889,147,11889,,,,,,ec_facet_id_has_no_terrain_material
11890,149,11890,,,,,,ec_facet_id_has_no_terrain_material
11891,148,11891,148,true,2001480,2001480|2001481|1000003,5.000000|5.000000|16.000000,
11892,149,11892,,,,,,ec_facet_id_has_no_terrain_material
11893,147,11893,,,,,,ec_facet_id_has_no_terrain_material
11894,147,11894,,,,,,ec_facet_id_has_no_terrain_material
11895,149,11895,,,,,,ec_facet_id_has_no_terrain_material
11896,149,11896,,,,,,ec_facet_id_has_no_terrain_material
11897,148,11897,,,,,,ec_facet_id_has_no_terrain_material
11899,149,11899,,,,,,ec_facet_id_has_no_terrain_material
11900,147,11900,,,,,,ec_facet_id_has_no_terrain_material
11901,147,11901,,,,,,ec_facet_id_has_no_terrain_material
11902,147,11902,,,,,,ec_facet_id_has_no_terrain_material
11903,148,11903,,,,,,ec_facet_id_has_no_terrain_material
11905,147,11905,,,,,,ec_facet_id_has_no_terrain_material
11906,149,11906,149,true,2001490,2001490|2001491|1000003,5.000000|5.000000|16.000000,
11907,149,11907,,,,,,ec_facet_id_has_no_terrain_material
11908,149,11908,,,,,,ec_facet_id_has_no_terrain_material
11909,148,11909,,,,,,ec_facet_id_has_no_terrain_material
11913,149,11913,,,,,,ec_facet_id_has_no_terrain_material
11914,149,11914,,,,,,ec_facet_id_has_no_terrain_material
11919,149,11919,,,,,,ec_facet_id_has_no_terrain_material
11920,150,11920,150,true,2001500,2001500|2001501|1000003,5.000000|5.000000|16.000000,
11922,147,11922,,,,,,ec_facet_id_has_no_terrain_material
11924,149,11924,,,,,,ec_facet_id_has_no_terrain_material
11925,150,11925,,,,,,ec_facet_id_has_no_terrain_material
11927,147,11927,,,,,,ec_facet_id_has_no_terrain_material
11928,147,11928,,,,,,ec_facet_id_has_no_terrain_material
11930,149,11930,,,,,,ec_facet_id_has_no_terrain_material
11931,149,11931,,,,,,ec_facet_id_has_no_terrain_material
11932,149,11932,,,,,,ec_facet_id_has_no_terrain_material
11933,147,11933,,,,,,ec_facet_id_has_no_terrain_material
11934,147,11934,,,,,,ec_facet_id_has_no_terrain_material
11935,147,11935,,,,,,ec_facet_id_has_no_terrain_material
11936,147,11936,,,,,,ec_facet_id_has_no_terrain_material
11937,147,11937,,,,,,ec_facet_id_has_no_terrain_material
11938,148,11938,,,,,,ec_facet_id_has_no_terrain_material
11939,147,11939,,,,,,ec_facet_id_has_no_terrain_material
11940,147,11940,,,,,,ec_facet_id_has_no_terrain_material
11941,147,11941,,,,,,ec_facet_id_has_no_terrain_material
11942,147,11942,,,,,,ec_facet_id_has_no_terrain_material
11943,147,11943,,,,,,ec_facet_id_has_no_terrain_material
11944,147,11944,,,,,,ec_facet_id_has_no_terrain_material
11945,147,11945,,,,,,ec_facet_id_has_no_terrain_material
11946,148,11946,,,,,,ec_facet_id_has_no_terrain_material
11947,147,11947,,,,,,ec_facet_id_has_no_terrain_material
11948,147,11948,,,,,,ec_facet_id_has_no_terrain_material
11951,147,11951,,,,,,ec_facet_id_has_no_terrain_material
11953,147,11953,,,,,,ec_facet_id_has_no_terrain_material
11957,147,11957,,,,,,ec_facet_id_has_no_terrain_material
11958,147,11958,,,,,,ec_facet_id_has_no_terrain_material
11959,147,11959,,,,,,ec_facet_id_has_no_terrain_material
11960,147,11960,,,,,,ec_facet_id_has_no_terrain_material
11961,151,11961,,,,,,ec_facet_id_has_no_terrain_material
11962,151,11962,,,,,,ec_facet_id_has_no_terrain_material
11963,151,11963,,,,,,ec_facet_id_has_no_terrain_material
11964,151,11964,,,,,,ec_facet_id_has_no_terrain_material
11965,151,11965,,,,,,ec_facet_id_has_no_terrain_material
11967,151,11967,,,,,,ec_facet_id_has_no_terrain_material
11968,151,11968,,,,,,ec_facet_id_has_no_terrain_material
11969,151,11969,,,,,,ec_facet_id_has_no_terrain_material
11971,148,11971,,,,,,ec_facet_id_has_no_terrain_material
11972,151,11972,151,true,2001510,2001510|2001511|1000003,5.000000|5.000000|16.000000,
11973,151,11973,,,,,,ec_facet_id_has_no_terrain_material
11974,151,11974,,,,,,ec_facet_id_has_no_terrain_material
11975,152,11975,152,true,2001520,2001520|2001521|1000003,5.000000|5.000000|16.000000,
11976,152,11976,152,true,2001520,2001520|2001521|1000003,5.000000|5.000000|16.000000,
11977,152,11977,,,,,,ec_facet_id_has_no_terrain_material
11978,147,11978,,,,,,ec_facet_id_has_no_terrain_material
11979,151,11979,,,,,,ec_facet_id_has_no_terrain_material
11980,151,11980,,,,,,ec_facet_id_has_no_terrain_material
11982,151,11982,,,,,,ec_facet_id_has_no_terrain_material
11983,153,11983,153,true,2001530,2001530|2001531|1000003,5.000000|5.000000|16.000000,
11984,153,11984,,,,,,ec_facet_id_has_no_terrain_material
11985,153,11985,,,,,,ec_facet_id_has_no_terrain_material
11986,151,11986,,,,,,ec_facet_id_has_no_terrain_material
11987,148,11987,,,,,,ec_facet_id_has_no_terrain_material
11988,151,11988,,,,,,ec_facet_id_has_no_terrain_material
11989,147,11989,,,,,,ec_facet_id_has_no_terrain_material
11990,147,11990,,,,,,ec_facet_id_has_no_terrain_material
11991,151,11991,,,,,,ec_facet_id_has_no_terrain_material
11992,151,11992,,,,,,ec_facet_id_has_no_terrain_material
11993,151,11993,,,,,,ec_facet_id_has_no_terrain_material
11994,148,11994,,,,,,ec_facet_id_has_no_terrain_material
11995,151,11995,,,,,,ec_facet_id_has_no_terrain_material
12003,149,12003,,,,,,ec_facet_id_has_no_terrain_material
12004,148,12004,,,,,,ec_facet_id_has_no_terrain_material
12005,149,12005,,,,,,ec_facet_id_has_no_terrain_material
12006,151,12006,151,true,2001510,2001510|2001511|1000003,5.000000|5.000000|16.000000,
12007,151,12007,,,,,,ec_facet_id_has_no_terrain_material
12008,151,12008,,,,,,ec_facet_id_has_no_terrain_material
12011,149,12011,,,,,,ec_facet_id_has_no_terrain_material
12012,149,12012,,,,,,ec_facet_id_has_no_terrain_material
12013,149,12013,,,,,,ec_facet_id_has_no_terrain_material
12014,149,12014,,,,,,ec_facet_id_has_no_terrain_material
12015,147,12015,,,,,,ec_facet_id_has_no_terrain_material
12016,151,12016,,,,,,ec_facet_id_has_no_terrain_material
12017,151,12017,,,,,,ec_facet_id_has_no_terrain_material
12018,148,12018,,,,,,ec_facet_id_has_no_terrain_material
12019,148,12019,,,,,,ec_facet_id_has_no_terrain_material
12020,148,12020,,,,,,ec_facet_id_has_no_terrain_material
12023,147,12023,,,,,,ec_facet_id_has_no_terrain_material
12024,147,12024,,,,,,ec_facet_id_has_no_terrain_material
12025,147,12025,,,,,,ec_facet_id_has_no_terrain_material
12026,147,12026,,,,,,ec_facet_id_has_no_terrain_material
12027,147,12027,,,,,,ec_facet_id_has_no_terrain_material
12029,151,12029,,,,,,ec_facet_id_has_no_terrain_material
12030,151,12030,,,,,,ec_facet_id_has_no_terrain_material
12032,151,12032,,,,,,ec_facet_id_has_no_terrain_material
12034,151,12034,,,,,,ec_facet_id_has_no_terrain_material
12035,151,12035,,,,,,ec_facet_id_has_no_terrain_material
12038,149,12038,,,,,,ec_facet_id_has_no_terrain_material
12040,149,12040,,,,,,ec_facet_id_has_no_terrain_material
12041,151,12041,,,,,,ec_facet_id_has_no_terrain_material
12042,151,12042,,,,,,ec_facet_id_has_no_terrain_material
12043,151,12043,,,,,,ec_facet_id_has_no_terrain_material
12044,151,12044,,,,,,ec_facet_id_has_no_terrain_material
12045,151,12045,,,,,,ec_facet_id_has_no_terrain_material
12046,151,12046,,,,,,ec_facet_id_has_no_terrain_material
12130,17,,,,,,,
12519,0,,,,,,,
15088,145,15088,145,true,2001450,2001450|2001451|1000003,5.000000|5.000000|16.000000,
15089,145,15089,,,,,,ec_facet_id_has_no_terrain_material
15090,145,15090,,,,,,ec_facet_id_has_no_terrain_material
15091,145,15091,,,,,,ec_facet_id_has_no_terrain_material
15092,145,15092,,,,,,ec_facet_id_has_no_terrain_material
15093,145,15093,,,,,,ec_facet_id_has_no_terrain_material
15094,145,15094,,,,,,ec_facet_id_has_no_terrain_material
15095,145,15095,,,,,,ec_facet_id_has_no_terrain_material
15096,145,15096,,,,,,ec_facet_id_has_no_terrain_material
15808,69,,,,,,,
15809,129,15809,129,true,2000480,2000480|2000481|1000003|12810,5.000000|5.000000|16.000000|1.000000,
15810,130,15810,130,true,2000480,2000480|2000481|1000003|12904,5.000000|5.000000|16.000000|1.000000,
15811,69,15811,69,true,2000480,2000480|2000481|1000003,5.000000|5.000000|16.000000,
15812,69,15812,,,,,,ec_facet_id_has_no_terrain_material
15813,69,15813,,,,,,ec_facet_id_has_no_terrain_material
15814,69,15814,,,,,,ec_facet_id_has_no_terrain_material
15815,69,15815,,,,,,ec_facet_id_has_no_terrain_material
15816,69,15816,,,,,,ec_facet_id_has_no_terrain_material
15817,69,15817,,,,,,ec_facet_id_has_no_terrain_material
15818,69,15818,,,,,,ec_facet_id_has_no_terrain_material
15819,69,15819,,,,,,ec_facet_id_has_no_terrain_material
15821,69,15821,,,,,,ec_facet_id_has_no_terrain_material
15822,69,15822,,,,,,ec_facet_id_has_no_terrain_material
15823,69,15823,,,,,,ec_facet_id_has_no_terrain_material
15824,69,15824,,,,,,ec_facet_id_has_no_terrain_material
15825,69,15825,,,,,,ec_facet_id_has_no_terrain_material
15826,69,15826,,,,,,ec_facet_id_has_no_terrain_material
15827,69,15827,,,,,,ec_facet_id_has_no_terrain_material
15828,69,15828,,,,,,ec_facet_id_has_no_terrain_material
15829,69,15829,,,,,,ec_facet_id_has_no_terrain_material
15830,69,15830,,,,,,ec_facet_id_has_no_terrain_material
15831,69,15831,,,,,,ec_facet_id_has_no_terrain_material
15832,69,15832,,,,,,ec_facet_id_has_no_terrain_material
15833,131,15833,131,true,2000480,2000480|2000481|1000003|12903,5.000000|5.000000|16.000000|1.000000,
15834,69,15834,,,,,,ec_facet_id_has_no_terrain_material
15835,132,15835,132,true,2000480,2000480|2000481|1000003|12901,5.000000|5.000000|16.000000|1.000000,
15836,133,15836,133,true,2000480,2000480|2000481|1000003|12900,5.000000|5.000000|16.000000|1.000000,
15837,69,15837,,,,,,ec_facet_id_has_no_terrain_material
15838,134,15838,134,true,2000480,2000480|2000481|1000003|12898,5.000000|5.000000|16.000000|1.000000,
15839,135,15839,135,true,2000480,2000480|2000481|1000003|12897,5.000000|5.000000|16.000000|1.000000,
15840,136,15840,136,true,2000480,2000480|2000481|1000003|12902,5.000000|5.000000|16.000000|1.000000,
15841,137,15841,137,true,2000480,2000480|2000481|1000003|12895,5.000000|5.000000|16.000000|1.000000,
15842,138,15842,138,true,2000480,2000480|2000481|1000003|12894,5.000000|5.000000|16.000000|1.000000,
15843,139,15843,139,true,2000480,2000480|2000481|1000003|12893,5.000000|5.000000|16.000000|1.000000,
15844,140,15844,140,true,2000480,2000480|2000481|1000003|12892,5.000000|5.000000|16.000000|1.000000,
15845,141,15845,141,true,2000480,2000480|2000481|1000003|12891,5.000000|5.000000|16.000000|1.000000,
15846,142,15846,142,true,2000480,2000480|2000481|1000003|12890,5.000000|5.000000|16.000000|1.000000,
15847,143,15847,143,true,2000480,2000480|2000481|1000003|12889,5.000000|5.000000|16.000000|1.000000,
15848,144,15848,144,true,2000480,2000480|2000481|1000003|12888,5.000000|5.000000|16.000000|1.000000,
15849,70,15849,2070,false,2000700,2000703|2000700|2000702|2000704,16.000000|4.000000|2.500000|10.000000,different_material_route
15850,70,15850,,,,,,ec_facet_id_has_no_terrain_material
15851,70,15851,,,,,,ec_facet_id_has_no_terrain_material
15852,70,15852,,,,,,ec_facet_id_has_no_terrain_material
15853,69,15853,,,,,,ec_facet_id_has_no_terrain_material
15854,69,15854,,,,,,ec_facet_id_has_no_terrain_material
15855,69,15855,,,,,,ec_facet_id_has_no_terrain_material
15856,69,15856,,,,,,ec_facet_id_has_no_terrain_material
15857,69,15857,,,,,,ec_facet_id_has_no_terrain_material
15858,,15858,,,,,,ec_facet_id_has_no_terrain_material
15859,,15859,,,,,,ec_facet_id_has_no_terrain_material
15860,,15860,,,,,,ec_facet_id_has_no_terrain_material
15861,,15861,,,,,,ec_facet_id_has_no_terrain_material
15862,,15862,,,,,,ec_facet_id_has_no_terrain_material
15863,,15863,,,,,,ec_facet_id_has_no_terrain_material
15864,,15864,,,,,,ec_facet_id_has_no_terrain_material
15865,,15865,,,,,,ec_facet_id_has_no_terrain_material
15866,,15866,,,,,,ec_facet_id_has_no_terrain_material
15867,,15867,,,,,,ec_facet_id_has_no_terrain_material
15868,,15868,,,,,,ec_facet_id_has_no_terrain_material
15869,,15869,,,,,,ec_facet_id_has_no_terrain_material
15870,,15870,2070,,2000700,2000703|2000700|2000702|2000704,16.000000|4.000000|2.500000|10.000000,
15874,,15874,,,,,,ec_facet_id_has_no_terrain_material
15877,,15877,,,,,,ec_facet_id_has_no_terrain_material
15879,,15879,,,,,,ec_facet_id_has_no_terrain_material
15880,,15880,,,,,,ec_facet_id_has_no_terrain_material
15940,,15940,,,,,,ec_facet_id_has_no_terrain_material
16308,,16308,,,,,,ec_facet_id_has_no_terrain_material
16309,,16309,,,,,,ec_facet_id_has_no_terrain_material
16310,,16310,,,,,,ec_facet_id_has_no_terrain_material
16311,,16311,,,,,,ec_facet_id_has_no_terrain_material
16312,,16312,,,,,,ec_facet_id_has_no_terrain_material
16313,,16313,,,,,,ec_facet_id_has_no_terrain_material
16314,,16314,,,,,,ec_facet_id_has_no_terrain_material
16315,,16315,,,,,,ec_facet_id_has_no_terrain_material
16316,,16316,,,,,,ec_facet_id_has_no_terrain_material
16317,,16317,,,,,,ec_facet_id_has_no_terrain_material
16318,,16318,,,,,,ec_facet_id_has_no_terrain_material
16319,,16319,,,,,,ec_facet_id_has_no_terrain_material
16321,,16321,,,,,,ec_facet_id_has_no_terrain_material
16322,,16322,,,,,,ec_facet_id_has_no_terrain_material
16323,,16323,,,,,,ec_facet_id_has_no_terrain_material
16325,,16325,,,,,,ec_facet_id_has_no_terrain_material
16326,,16326,,,,,,ec_facet_id_has_no_terrain_material
16327,,16327,,,,,,ec_facet_id_has_no_terrain_material
16328,,16328,,,,,,ec_facet_id_has_no_terrain_material
16332,50,16332,2050,false,2000500,2000500|2000501|1000003,5.000000|5.000000|16.000000,different_material_route
16333,50,16333,,,,,,ec_facet_id_has_no_terrain_material
16334,50,16334,,,,,,ec_facet_id_has_no_terrain_material
16335,50,16335,,,,,,ec_facet_id_has_no_terrain_material
16337,71,16337,,,,,,ec_facet_id_has_no_terrain_material
16368,5,16368,5,true,2000051,1000013|2000051|1000017,16.000000|4.000000|1.000000,
16376,190,16376,2190,false,5001900,5001900|5000006|1000003,5.000000|5.000000|16.000000,different_material_route
16377,190,16377,,,,,,ec_facet_id_has_no_terrain_material
16378,190,16378,,,,,,ec_facet_id_has_no_terrain_material
16379,190,16379,,,,,,ec_facet_id_has_no_terrain_material
